         559019902 function calls (558979393 primitive calls) in 306.392 seconds

   Ordered by: cumulative time
   List reduced from 2342 to 50 due to restriction <50>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    2.452    2.452  306.394  306.394 C:\Users\anton\Documents\GitHub\BachelorProject\graph_default_2_firms.py:16(main)
        1    0.021    0.021  303.364  303.364 C:\Users\anton\Documents\GitHub\BachelorProject\graph_maker.py:20(make_graphs)
        3    8.540    2.847  287.402   95.801 C:\Users\anton\Documents\GitHub\BachelorProject\graph_maker.py:9(averaging)
     8550  139.187    0.016  139.187    0.016 {built-in method numpy.array}
      300   84.678    0.282  135.450    0.452 C:\Users\anton\Documents\GitHub\BachelorProject\graph_maker.py:12(<listcomp>)
185889626   17.226    0.000   17.226    0.000 C:\Users\anton\Documents\GitHub\BachelorProject\graph_maker.py:56(<lambda>)
185889626   16.774    0.000   16.774    0.000 C:\Users\anton\Documents\GitHub\BachelorProject\graph_maker.py:120(<lambda>)
185889626   16.773    0.000   16.773    0.000 C:\Users\anton\Documents\GitHub\BachelorProject\graph_maker.py:153(<lambda>)
      101    7.939    0.079    7.939    0.079 {built-in method _pickle.load}
31362/24492    2.816    0.000    6.782    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        9    0.000    0.000    3.098    0.344 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\pyplot.py:3570(plot)
        9    0.000    0.000    3.001    0.333 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\axes\_axes.py:1476(plot)
     2123    0.002    0.000    2.789    0.001 <__array_function__ internals>:177(concatenate)
      300    0.001    0.000    2.641    0.009 <__array_function__ internals>:177(append)
      300    0.001    0.000    2.640    0.009 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\function_base.py:5444(append)
       18    0.006    0.000    2.174    0.121 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\axes\_base.py:233(__call__)
