         672697 function calls (663575 primitive calls) in 1423.712 seconds

   Ordered by: cumulative time
   List reduced from 1803 to 50 due to restriction <50>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3839    0.002    0.000    0.003    0.000 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\_api\__init__.py:99(check_in_list)
     2622    0.000    0.000    0.000    0.000 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\artist.py:293(axes)
     2494    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
     2328    0.001    0.000    0.001    0.000 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\transforms.py:113(__init__)
1992/1832    0.001    0.000    0.008    0.000 {built-in method builtins.next}
     1919    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
     1897    0.002    0.000    0.002    0.000 {method 'copy' of 'numpy.ndarray' objects}
     1877    0.002    0.000    0.003    0.000 {built-in method numpy.asarray}
     1854    0.003    0.000    0.005    0.000 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\cbook.py:285(process)
     1836    0.001    0.000    0.006    0.000 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\artist.py:416(pchanged)
     1804    0.002    0.000    0.003    0.000 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\cbook.py:2011(_setattr_cm)
     1781    0.001    0.000    0.002    0.000 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\abc.py:117(__instancecheck__)
     1781    0.001    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
1684/1046    0.000    0.000    0.003    0.000 {built-in method builtins.hash}
     1598    0.003    0.000    0.006    0.000 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\copy.py:66(copy)
     1570    0.000    0.000    0.001    0.000 {built-in method builtins.setattr}
     1554    0.000    0.000    0.000    0.000 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\font_manager.py:700(get_size)
     1528    0.000    0.000    0.000    0.000 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\font_manager.py:655(get_family)
     1458    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
     1438    0.001    0.000    0.001    0.000 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\site-packages\numpy\lib\function_base.py:346(iterable)
     1430    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
     1424    0.000    0.000    0.000    0.000 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\font_manager.py:671(get_style)
     1424    0.000    0.000    0.000    0.000 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\font_manager.py:677(get_variant)
     1424    0.000    0.000    0.000    0.000 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\font_manager.py:683(get_weight)
     1424    0.000    0.000    0.000    0.000 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\font_manager.py:692(get_stretch)
     1393    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FF8659D3920}
     1319    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
     1277    0.001    0.000    0.002    0.000 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\site-packages\matplotlib\transforms.py:1769(__init__)
     1263    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
     1262    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
     1221    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
     1133    0.001    0.000    0.001    0.000 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\enum.py:359(__call__)
     1133    0.000    0.000    0.000    0.000 C:\Users\anton\AppData\Local\Programs\Python\Python310\lib\enum.py:678(__new__)
     1105    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
     1009    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
